FILEID,STUSAB,SUMLEVEL,COMPONENT,LOGRECNO,US,REGION,DIVISION,STATECE,STATE,COUNTY,COUSUB,PLACE,TRACT,BLKGRP,CONCIT,AIANHH,AIANHHFP,AIHHTLI,AITSCE,AITS,ANRC,CBSA,CSA,METDIV,MACC,MEMI,NECTA,CNECTA,NECTADIV,UA,BLANK,CDCURR,SLDU,SLDL,BLANK.1,BLANK.2,ZCTA5,SUBMCD,SDELM,SDSEC,SDUNI,UR,PCI,BLANK.3,BLANK.4,PUMA5,BLANK.5,GEOID,NAME,BTTR,BTBG,BLANK.6
ACSSF,CA,970,0,682,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.0,,,,,,,97000US0601414,"Santa Barbara Unified School District, California",,,
ACSSF,CA,970,0,683,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,,,,,,,97000US0601620,"ABC Unified School District, California",,,
ACSSF,CA,970,0,684,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.0,,,,,,,97000US0601770,"Alameda City Unified School District, California",,,
ACSSF,CA,970,0,685,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.0,,,,,,,97000US0602430,"Alvord Unified School District, California",,,
ACSSF,CA,970,0,686,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850.0,,,,,,,97000US0602850,"Antioch Unified School District, California",,,
ACSSF,CA,970,0,687,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,,,,,,,97000US0603600,"Azusa Unified School District, California",,,
ACSSF,CA,970,0,688,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690.0,,,,,,,97000US0603690,"Baldwin Park Unified School District, California",,,
ACSSF,CA,970,0,689,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440.0,,,,,,,97000US0604440,"Bellflower Unified School District, California",,,
ACSSF,CA,970,0,690,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740.0,,,,,,,97000US0604740,"Berkeley Unified School District, California",,,
ACSSF,CA,970,0,691,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450.0,,,,,,,97000US0606450,"Burbank Unified School District, California",,,
ACSSF,CA,970,0,692,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440.0,,,,,,,97000US0607440,"Capistrano Unified School District, California",,,
ACSSF,CA,970,0,693,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500.0,,,,,,,97000US0607500,"Carlsbad Unified School District, California",,,
ACSSF,CA,970,0,694,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7970.0,,,,,,,97000US0607970,"Central Unified School District, California",,,
ACSSF,CA,970,0,695,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8370.0,,,,,,,97000US0608370,"Chico Unified School District, California",,,
ACSSF,CA,970,0,696,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.0,,,,,,,97000US0608460,"Chino Valley Unified School District, California",,,
ACSSF,CA,970,0,697,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9030.0,,,,,,,97000US0609030,"Clovis Unified School District, California",,,
ACSSF,CA,970,0,698,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9070.0,,,,,,,97000US0609070,"Coachella Valley Unified School District, California",,,
ACSSF,CA,970,0,699,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9390.0,,,,,,,97000US0609390,"Colton Joint Unified School District, California",,,
ACSSF,CA,970,0,700,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9620.0,,,,,,,97000US0609620,"Compton Unified School District, California",,,
ACSSF,CA,970,0,701,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9640.0,,,,,,,97000US0609640,"Conejo Valley Unified School District, California",,,
ACSSF,CA,970,0,702,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9850.0,,,,,,,97000US0609850,"Corona-Norco Unified School District, California",,,
ACSSF,CA,970,0,703,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10050.0,,,,,,,97000US0610050,"Covina-Valley Unified School District, California",,,
ACSSF,CA,970,0,704,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10620.0,,,,,,,97000US0610620,"Davis Joint Unified School District, California",,,
ACSSF,CA,970,0,705,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11110.0,,,,,,,97000US0611110,"Desert Sands Unified School District, California",,,
ACSSF,CA,970,0,706,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11460.0,,,,,,,97000US0611460,"Downey Unified School District, California",,,
ACSSF,CA,970,0,707,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12330.0,,,,,,,97000US0612330,"Elk Grove Unified School District, California",,,
ACSSF,CA,970,0,708,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360.0,,,,,,,97000US0613360,"Fairfield-Suisun Unified School District, California",,,
ACSSF,CA,970,0,709,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13890.0,,,,,,,97000US0613890,"Folsom-Cordova Unified School District, California",,,
ACSSF,CA,970,0,710,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13920.0,,,,,,,97000US0613920,"Fontana Unified School District, California",,,
ACSSF,CA,970,0,711,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400.0,,,,,,,97000US0614400,"Fremont Unified School District, California",,,
ACSSF,CA,970,0,712,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14550.0,,,,,,,97000US0614550,"Fresno Unified School District, California",,,
ACSSF,CA,970,0,713,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14880.0,,,,,,,97000US0614880,"Garden Grove Unified School District, California",,,
ACSSF,CA,970,0,714,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15240.0,,,,,,,97000US0615240,"Glendale Unified School District, California",,,
ACSSF,CA,970,0,715,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16325.0,,,,,,,97000US0616325,"Hacienda La Puente Unified School District, California",,,
ACSSF,CA,970,0,716,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16740.0,,,,,,,97000US0616740,"Hayward Unified School District, California",,,
ACSSF,CA,970,0,717,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.0,,,,,,,97000US0616920,"Hemet Unified School District, California",,,
ACSSF,CA,970,0,718,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18390.0,,,,,,,97000US0618390,"Inglewood Unified School District, California",,,
ACSSF,CA,970,0,719,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19260.0,,,,,,,97000US0619260,"Jurupa Unified School District, California",,,
ACSSF,CA,970,0,720,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000.0,,,,,,,97000US0621000,"Las Virgenes Unified School District, California",,,
ACSSF,CA,970,0,721,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22110.0,,,,,,,97000US0622110,"Livermore Valley Joint Unified School District, California",,,
ACSSF,CA,970,0,722,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22230.0,,,,,,,97000US0622230,"Lodi Unified School District, California",,,
ACSSF,CA,970,0,723,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500.0,,,,,,,97000US0622500,"Long Beach Unified School District, California",,,
ACSSF,CA,970,0,724,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22710.0,,,,,,,97000US0622710,"Los Angeles Unified School District, California",,,
ACSSF,CA,970,0,725,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23080.0,,,,,,,97000US0623080,"Lucia Mar Unified School District, California",,,
ACSSF,CA,970,0,726,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23160.0,,,,,,,97000US0623160,"Lynwood Unified School District, California",,,
ACSSF,CA,970,0,727,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23340.0,,,,,,,97000US0623340,"Madera Unified School District, California",,,
ACSSF,CA,970,0,728,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23610.0,,,,,,,97000US0623610,"Manteca Unified School District, California",,,
ACSSF,CA,970,0,729,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24500.0,,,,,,,97000US0624500,"Milpitas Unified School District, California",,,
ACSSF,CA,970,0,730,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25470.0,,,,,,,97000US0625470,"Montebello Unified School District, California",,,
ACSSF,CA,970,0,731,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25530.0,,,,,,,97000US0625530,"Monterey Peninsula Unified School District, California",,,
ACSSF,CA,970,0,732,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25800.0,,,,,,,97000US0625800,"Moreno Valley Unified School District, California",,,
ACSSF,CA,970,0,733,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25830.0,,,,,,,97000US0625830,"Morgan Hill Unified School District, California",,,
ACSSF,CA,970,0,734,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25860.0,,,,,,,97000US0625860,"Morongo Unified School District, California",,,
ACSSF,CA,970,0,735,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26370.0,,,,,,,97000US0626370,"Mount Diablo Unified School District, California",,,
ACSSF,CA,970,0,736,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26640.0,,,,,,,97000US0626640,"Napa Valley Unified School District, California",,,
ACSSF,CA,970,0,737,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26910.0,,,,,,,97000US0626910,"New Haven Unified School District, California",,,
ACSSF,CA,970,0,738,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27240.0,,,,,,,97000US0627240,"Newport-Mesa Unified School District, California",,,
ACSSF,CA,970,0,739,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27690.0,,,,,,,97000US0627690,"Norwalk-La Mirada Unified School District, California",,,
ACSSF,CA,970,0,740,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28050.0,,,,,,,97000US0628050,"Oakland Unified School District, California",,,
ACSSF,CA,970,0,741,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28250.0,,,,,,,97000US0628250,"Oceanside Unified School District, California",,,
ACSSF,CA,970,0,742,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28650.0,,,,,,,97000US0628650,"Orange Unified School District, California",,,
ACSSF,CA,970,0,743,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29490.0,,,,,,,97000US0629490,"Pajaro Valley Joint Unified School District, California",,,
ACSSF,CA,970,0,744,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29550.0,,,,,,,97000US0629550,"Palm Springs Unified School District, California",,,
ACSSF,CA,970,0,745,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29610.0,,,,,,,97000US0629610,"Palo Alto Unified School District, California",,,
ACSSF,CA,970,0,746,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29850.0,,,,,,,97000US0629850,"Paramount Unified School District, California",,,
ACSSF,CA,970,0,747,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29940.0,,,,,,,97000US0629940,"Pasadena Unified School District, California",,,
ACSSF,CA,970,0,748,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30660.0,,,,,,,97000US0630660,"Placentia-Yorba Linda Unified School District, California",,,
ACSSF,CA,970,0,749,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31320.0,,,,,,,97000US0631320,"Pomona Unified School District, California",,,
ACSSF,CA,970,0,750,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31530.0,,,,,,,97000US0631530,"Poway Unified School District, California",,,
ACSSF,CA,970,0,751,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32070.0,,,,,,,97000US0632070,"Redlands Unified School District, California",,,
ACSSF,CA,970,0,752,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32370.0,,,,,,,97000US0632370,"Rialto Unified School District, California",,,
ACSSF,CA,970,0,753,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32550.0,,,,,,,97000US0632550,"West Contra Costa Unified School District, California",,,
ACSSF,CA,970,0,754,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33150.0,,,,,,,97000US0633150,"Riverside Unified School District, California",,,
ACSSF,CA,970,0,755,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33750.0,,,,,,,97000US0633750,"Rowland Unified School District, California",,,
ACSSF,CA,970,0,756,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33840.0,,,,,,,97000US0633840,"Sacramento City Unified School District, California",,,
ACSSF,CA,970,0,757,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33860.0,,,,,,,97000US0633860,"Saddleback Valley Unified School District, California",,,
ACSSF,CA,970,0,758,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34170.0,,,,,,,97000US0634170,"San Bernardino City Unified School District, California",,,
ACSSF,CA,970,0,759,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34320.0,,,,,,,97000US0634320,"San Diego City Unified School District, California",,,
ACSSF,CA,970,0,760,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34410.0,,,,,,,97000US0634410,"San Francisco Unified School District, California",,,
ACSSF,CA,970,0,761,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34590.0,,,,,,,97000US0634590,"San Jose Unified School District, California",,,
ACSSF,CA,970,0,762,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34620.0,,,,,,,97000US0634620,"San Juan Unified School District, California",,,
ACSSF,CA,970,0,763,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34680.0,,,,,,,97000US0634680,"San Leandro Unified School District, California",,,
ACSSF,CA,970,0,764,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34710.0,,,,,,,97000US0634710,"San Lorenzo Unified School District, California",,,
ACSSF,CA,970,0,765,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34800.0,,,,,,,97000US0634800,"San Luis Coastal Unified School District, California",,,
ACSSF,CA,970,0,766,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34880.0,,,,,,,97000US0634880,"San Marcos Unified School District, California",,,
ACSSF,CA,970,0,767,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35130.0,,,,,,,97000US0635130,"San Ramon Valley Unified School District, California",,,
ACSSF,CA,970,0,768,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35310.0,,,,,,,97000US0635310,"Santa Ana Unified School District, California",,,
ACSSF,CA,970,0,769,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35430.0,,,,,,,97000US0635430,"Santa Clara Unified School District, California",,,
ACSSF,CA,970,0,770,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35700.0,,,,,,,97000US0635700,"Santa Monica-Malibu Unified School District, California",,,
ACSSF,CA,970,0,771,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36840.0,,,,,,,97000US0636840,"Simi Valley Unified School District, California",,,
ACSSF,CA,970,0,772,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37530.0,,,,,,,97000US0637530,"South San Francisco Unified School District, California",,,
ACSSF,CA,970,0,773,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38010.0,,,,,,,97000US0638010,"Stockton Unified School District, California",,,
ACSSF,CA,970,0,774,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39420.0,,,,,,,97000US0639420,"Torrance Unified School District, California",,,
ACSSF,CA,970,0,775,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40150.0,,,,,,,97000US0640150,"Tustin Unified School District, California",,,
ACSSF,CA,970,0,776,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40590.0,,,,,,,97000US0640590,"Vacaville Unified School District, California",,,
ACSSF,CA,970,0,777,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40740.0,,,,,,,97000US0640740,"Vallejo City Unified School District, California",,,
ACSSF,CA,970,0,778,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40980.0,,,,,,,97000US0640980,"Ventura Unified School District, California",,,
ACSSF,CA,970,0,779,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41160.0,,,,,,,97000US0641160,"Visalia Unified School District, California",,,
ACSSF,CA,970,0,780,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41190.0,,,,,,,97000US0641190,"Vista Unified School District, California",,,
ACSSF,CA,970,0,781,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43080.0,,,,,,,97000US0643080,"Woodland Joint Unified School District, California",,,
ACSSF,CA,970,0,782,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43470.0,,,,,,,97000US0643470,"Yuba City Unified School District, California",,,
ACSSF,CA,970,0,783,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84500.0,,,,,,,97000US0684500,"Irvine Unified School District, California",,,
ACSSF,CA,970,0,784,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91135.0,,,,,,,97000US0691135,"Val Verde Unified School District, California",,,
ACSSF,OR,40,0,1,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04000US41,Oregon,,,
ACSSF,OR,40,1,2,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,04001US41,Oregon -- Urban,,,
ACSSF,OR,40,43,3,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,04043US41,Oregon -- Rural,,,
ACSSF,OR,40,A0,4,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US41,Oregon -- In metropolitan or micropolitan statistical area,,,
ACSSF,OR,40,C0,5,,,,,41,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,040C0US41,Oregon -- In metropolitan statistical area,,,
ACSSF,OR,40,C1,6,,,,,41,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Y,,,,,040C1US41,Oregon -- In metropolitan statistical area -- in principal city,,,
ACSSF,OR,40,C2,7,,,,,41,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,040C2US41,Oregon -- In metropolitan statistical area -- not in principal city,,,
ACSSF,OR,40,E0,8,,,,,41,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,040E0US41,Oregon -- In micropolitan statistical area,,,
ACSSF,OR,40,E1,9,,,,,41,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Y,,,,,040E1US41,Oregon -- In micropolitan statistical area -- in principal city,,,
ACSSF,OR,40,E2,10,,,,,41,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,040E2US41,Oregon -- In micropolitan statistical area -- not in principal city,,,
ACSSF,OR,40,G0,11,,,,,41,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,040G0US41,Oregon -- Not in metropolitan or micropolitan statistical area,,,
ACSSF,OR,40,H0,12,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040H0US41,Oregon -- Not in metropolitan statistical area,,,
ACSSF,OR,50,0,13,,,,,41,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41003,"Benton County, Oregon",,,
ACSSF,OR,50,0,14,,,,,41,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41005,"Clackamas County, Oregon",,,
ACSSF,OR,50,0,15,,,,,41,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41017,"Deschutes County, Oregon",,,
ACSSF,OR,50,0,16,,,,,41,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41019,"Douglas County, Oregon",,,
ACSSF,OR,50,0,17,,,,,41,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41029,"Jackson County, Oregon",,,
ACSSF,OR,50,0,18,,,,,41,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41033,"Josephine County, Oregon",,,
ACSSF,OR,50,0,19,,,,,41,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41035,"Klamath County, Oregon",,,
ACSSF,OR,50,0,20,,,,,41,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41039,"Lane County, Oregon",,,
ACSSF,OR,50,0,21,,,,,41,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41043,"Linn County, Oregon",,,
ACSSF,OR,50,0,22,,,,,41,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41047,"Marion County, Oregon",,,
ACSSF,OR,50,0,23,,,,,41,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41051,"Multnomah County, Oregon",,,
ACSSF,OR,50,0,24,,,,,41,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41053,"Polk County, Oregon",,,
ACSSF,OR,50,0,25,,,,,41,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41059,"Umatilla County, Oregon",,,
ACSSF,OR,50,0,26,,,,,41,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41067,"Washington County, Oregon",,,
ACSSF,OR,50,0,27,,,,,41,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US41071,"Yamhill County, Oregon",,,
ACSSF,OR,160,0,28,,,,,41,,,5350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4105350,"Beaverton city, Oregon",,,
ACSSF,OR,160,0,29,,,,,41,,,5800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4105800,"Bend city, Oregon",,,
ACSSF,OR,160,0,30,,,,,41,,,23850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4123850,"Eugene city, Oregon",,,
ACSSF,OR,160,0,31,,,,,41,,,31250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4131250,"Gresham city, Oregon",,,
ACSSF,OR,160,0,32,,,,,41,,,34100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4134100,"Hillsboro city, Oregon",,,
ACSSF,OR,160,0,33,,,,,41,,,47000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4147000,"Medford city, Oregon",,,
ACSSF,OR,160,0,34,,,,,41,,,59000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4159000,"Portland city, Oregon",,,
ACSSF,OR,160,0,35,,,,,41,,,64900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US4164900,"Salem city, Oregon",,,
ACSSF,OR,312,0,36,,,,,41,,,5800.0,,,,,,,,,,13460.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US134604105800,"Bend city, OR; Bend-Redmond, OR Metro Area",,,
ACSSF,OR,312,0,37,,,,,41,,,23850.0,,,,,,,,,,21660.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US216604123850,"Eugene city, OR; Eugene, OR Metro Area",,,
ACSSF,OR,312,0,38,,,,,41,,,47000.0,,,,,,,,,,32780.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US327804147000,"Medford city, OR; Medford, OR Metro Area",,,
ACSSF,OR,312,0,39,,,,,41,,,5350.0,,,,,,,,,,38900.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US389004105350,"Beaverton city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area",,,
ACSSF,OR,312,0,40,,,,,41,,,34100.0,,,,,,,,,,38900.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US389004134100,"Hillsboro city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area",,,
ACSSF,OR,312,0,41,,,,,41,,,59000.0,,,,,,,,,,38900.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US389004159000,"Portland city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area",,,
ACSSF,OR,312,0,42,,,,,41,,,64900.0,,,,,,,,,,41420.0,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US414204164900,"Salem city, OR; Salem, OR Metro Area",,,
ACSSF,OR,500,0,43,,,,,41,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,50000US4101,"Congressional District 1 (114th Congress), Oregon",,,
ACSSF,OR,500,0,44,,,,,41,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,50000US4102,"Congressional District 2 (114th Congress), Oregon",,,
ACSSF,OR,500,0,45,,,,,41,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,50000US4103,"Congressional District 3 (114th Congress), Oregon",,,
ACSSF,OR,500,0,46,,,,,41,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,50000US4104,"Congressional District 4 (114th Congress), Oregon",,,
ACSSF,OR,500,0,47,,,,,41,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,50000US4105,"Congressional District 5 (114th Congress), Oregon",,,
ACSSF,OR,795,0,48,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,79500US4100100,"Umatilla, Union, Baker & Wallowa Counties PUMA; Oregon",,,
ACSSF,OR,795,0,49,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,79500US4100200,"North Central Oregon--The Dalles City PUMA, Oregon",,,
ACSSF,OR,795,0,50,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,79500US4100300,"Klamath, Malheur, Lake & Harney Counties PUMA; Oregon",,,
ACSSF,OR,795,0,51,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,79500US4100400,"Deschutes County PUMA, Oregon",,,
